cluster,rank,gene,score,pval,pval_adj
cluster_0,0,Pnmt,0.06369039,0.9492167579493516,1.0
cluster_0,1,Lrrc15,0.04131373,0.9670457882155562,1.0
cluster_0,2,Gm28510,0.04131373,0.9670457882155562,1.0
cluster_0,3,Gm16025,0.04131373,0.9670457882155562,1.0
cluster_0,4,Smim23,0.04131373,0.9670457882155562,1.0
cluster_0,5,BC039966,0.031845193,0.9745955050341313,1.0
cluster_0,6,Or5m5,0.031845193,0.9745955050341313,1.0
cluster_0,7,Gm28199,0.031845193,0.9745955050341313,1.0
cluster_0,8,Teddm1a,0.031845193,0.9745955050341313,1.0
cluster_0,9,Oosp2,0.031845193,0.9745955050341313,1.0
cluster_0,10,Gm44659,0.031845193,0.9745955050341313,1.0
cluster_0,11,Gm12037,0.031845193,0.9745955050341313,1.0
cluster_0,12,Lncbate3,0.031845193,0.9745955050341313,1.0
cluster_0,13,Gm41183,0.031845193,0.9745955050341313,1.0
cluster_0,14,Gm20465,0.031845193,0.9745955050341313,1.0
cluster_0,15,Gje1,0.031845193,0.9745955050341313,1.0
cluster_0,16,Ms4a18,0.031845193,0.9745955050341313,1.0
cluster_0,17,Hoxc5,0.031845193,0.9745955050341313,1.0
cluster_0,18,ENSMUSG00000121512,0.031845193,0.9745955050341313,1.0
cluster_0,19,Ighv1-39,0.031845193,0.9745955050341313,1.0
cluster_1,0,Grip1,40.655956,0.0,0.0
cluster_1,1,Kcnc2,39.7518,0.0,0.0
cluster_1,2,Galntl6,39.716476,0.0,0.0
cluster_1,3,Nrxn3,39.555866,0.0,0.0
cluster_1,4,Erbb4,39.358997,0.0,0.0
cluster_1,5,Frmd5,39.34226,0.0,0.0
cluster_1,6,Spock3,39.298935,0.0,0.0
cluster_1,7,Cntnap2,39.21458,0.0,0.0
cluster_1,8,Elavl2,39.2001,0.0,0.0
cluster_1,9,Frmpd4,39.114727,0.0,0.0
cluster_1,10,Magi2,39.02979,0.0,0.0
cluster_1,11,Slc24a2,39.011246,0.0,0.0
cluster_1,12,Pde4d,38.924385,0.0,0.0
cluster_1,13,Dock4,38.877975,0.0,0.0
cluster_1,14,Meg3,38.870953,0.0,0.0
cluster_1,15,Grik2,38.85748,0.0,0.0
cluster_1,16,Sntg1,38.84217,0.0,0.0
cluster_1,17,Snhg11,38.833973,0.0,0.0
cluster_1,18,Rbms3,38.825027,0.0,0.0
cluster_1,19,Gria1,38.710796,0.0,0.0
cluster_2,0,Nrg1,26.713398,3.2893689595048495e-157,1.108385764594754e-152
cluster_2,1,Ptprd,26.037195,1.8788102499973348e-149,3.1654195091955095e-145
cluster_2,2,Cobl,25.0394,2.2776245164876468e-138,2.5582278569189247e-134
cluster_2,3,Nwd2,24.523222,8.352169149285934e-133,7.03586729135847e-129
cluster_2,4,Arpp21,24.4461,5.536794324211586e-132,3.731356430972672e-128
cluster_2,5,Rasgef1b,24.380478,2.7554131009390124e-131,1.5474399974873494e-127
cluster_2,6,Lingo2,24.335196,8.317691528124402e-131,4.003899053309712e-127
cluster_2,7,Dpp10,24.287498,2.6572943888403514e-130,1.1192523965795559e-126
cluster_2,8,Mef2c,24.046206,9.14667233905395e-128,3.4245141237417984e-124
cluster_2,9,Car10,23.7268,1.9076085472576183e-124,6.427877760839271e-121
cluster_2,10,Rgs6,23.461706,1.0039897739108144e-121,3.075494492881709e-118
cluster_2,11,Cacna2d1,23.38793,5.670899478936738e-121,1.592388573685436e-117
cluster_2,12,R3hdm1,23.358122,1.1396570180213132e-120,2.953990990711244e-117
cluster_2,13,Camk2d,23.308353,3.647720926913779e-120,8.779543168091907e-117
cluster_2,14,Gm26871,23.297289,4.7227593683138266e-120,1.060920664498018e-116
cluster_2,15,Negr1,23.254404,1.283848993295613e-119,2.657614345368302e-116
cluster_2,16,Grm7,23.25254,1.3407954615165342e-119,2.657614345368302e-116
cluster_2,17,Celf2,23.242731,1.68492778463324e-119,3.154184812833425e-116
cluster_2,18,Nlgn1,23.223284,2.649506157362964e-119,4.698829446236971e-116
cluster_2,19,Sorbs2,23.17458,8.218060728997623e-119,1.3845788716215197e-115
cluster_3,0,Atp1a2,20.925861,3.1139343286327594e-97,1.0492713113760945e-92
cluster_3,1,Gli3,19.764687,5.996891058969612e-87,1.0103562056152e-82
cluster_3,2,Lama2,19.701347,2.099602506902275e-86,2.3582735357526352e-82
cluster_3,3,Plpp3,19.485199,1.466092025473027e-84,1.235035922258478e-80
cluster_3,4,Gpc5,18.879383,1.6854132746581426e-79,1.1358337140576154e-75
cluster_3,5,Prex2,18.626509,1.9589061377240476e-77,1.1001216869458251e-73
cluster_3,6,Slc1a2,18.309422,6.960446461334816e-75,3.3505600565876854e-71
cluster_3,7,Slc1a3,18.280653,1.1800682043426489e-74,4.9704472766912365e-71
cluster_3,8,Rorb,18.188002,6.423898506625902e-74,2.4051076008807374e-70
cluster_3,9,Gm6145,17.171938,4.307979040861277e-66,1.4516166176086159e-62
cluster_3,10,Rgs20,16.998829,8.377671563506348e-65,2.5663092818537263e-61
cluster_3,11,Mertk,16.904459,4.171287612800651e-64,1.1712975616744226e-60
cluster_3,12,Nhsl1,16.784786,3.153667915390964e-63,8.174307236693379e-60
cluster_3,13,Slco1c1,16.533579,2.1027695664072112e-61,5.0610659506898134e-58
cluster_3,14,Grm3,16.027702,8.185319487153089e-58,1.8387501695940697e-54
cluster_3,15,Bmpr1b,15.860009,1.1987547706124867e-56,2.524577546909897e-53
cluster_3,16,Nwd1,15.346459,3.74053092866912e-53,7.414172363084391e-50
cluster_3,17,Slc4a4,15.286455,9.41366098117317e-53,1.7622373356756172e-49
cluster_3,18,Pla2g7,15.277729,1.0762626243537935e-52,1.908723441590812e-49
cluster_3,19,Pitpnc1,15.005965,6.710709799307517e-51,1.1306203869873305e-47
cluster_4,0,Meis2,14.674678,9.365937918977399e-49,3.1559464411786244e-44
cluster_4,1,Dlx6os1,12.357807,4.42053790350948e-35,7.447722259832771e-31
cluster_4,2,Pcbp3,11.310665,1.1620485732323125e-29,1.3052129574545332e-25
cluster_4,3,Sox2ot,9.307038,1.3144614131276615e-20,1.107302294418742e-16
cluster_4,4,Synpr,9.009924,2.0619946052116606e-19,1.3896194043442424e-15
cluster_4,5,Htr1f,8.835394,9.974582645649404e-19,5.601725613796705e-15
cluster_4,6,Gad2,8.80889,1.2639067981639798e-18,6.084086210133352e-15
cluster_4,7,Gad1,8.483219,2.19047777144698e-17,9.22629237333468e-14
cluster_4,8,Pbx3,8.462287,2.621838813462612e-17,9.816164517604018e-14
cluster_4,9,Nhs,8.286365,1.1676255356550437e-16,3.934431004943236e-13
cluster_4,10,Adarb2,7.732899,1.0512459140960856e-14,3.220252938307427e-11
cluster_4,11,Ptprm,7.663322,1.811844895097779e-14,5.087660465434563e-11
cluster_4,12,Lhfpl3,7.436151,1.036612909538332e-13,2.6869006615233565e-10
cluster_4,13,Pde1c,7.3228407,2.427761423707422e-13,5.843274923803235e-10
cluster_4,14,Nxph1,7.156742,8.261678294039422e-13,1.8559034119730157e-09
cluster_4,15,Spock3,7.0992255,1.2545786185994932e-12,2.6421425707705326e-09
cluster_4,16,Dcx,6.7790527,1.2096618651461861e-11,2.26448701155366e-08
cluster_4,17,Frmd7,6.686381,2.2875692782282804e-11,4.0569439157463235e-08
cluster_4,18,Dock10,6.494622,8.324212880876266e-11,1.4024633861700334e-07
cluster_4,19,Zfp804b,6.2921224,3.1315483567083596e-10,4.5878544968541255e-07
cluster_5,0,Zbtb20,10.236232,1.364475820023711e-24,4.0189949037932e-20
cluster_5,1,Igfbpl1,10.172695,2.6254245774557435e-24,4.0189949037932e-20
cluster_5,2,Sncaip,10.142502,3.578164978448362e-24,4.0189949037932e-20
cluster_5,3,Sox11,9.448284,3.44430511998125e-21,2.901482633072205e-17
cluster_5,4,Ttc28,9.133338,6.64193964494584e-20,4.476135965521901e-16
cluster_5,5,Nfia,8.727661,2.599925464154486e-18,1.4601181406691592e-14
cluster_5,6,Prox1,8.676052,4.097456752411301e-18,1.9723986104178743e-14
cluster_5,7,2610307P16Rik,7.62743,2.3947947074677015e-14,8.069500246283167e-11
cluster_5,8,Sema3c,7.5751452,3.5872576364796804e-14,9.298171793755333e-11
cluster_5,9,Mir99ahg,7.2847285,3.2231897942562933e-13,7.240573553817337e-10
cluster_5,10,Zfpm2,7.2393823,4.5073251810888477e-13,8.437712738998322e-10
cluster_5,11,Ezh2,7.0713882,1.5339113980501877e-12,2.461270403271387e-09
cluster_5,12,Nfib,7.051285,1.7727344974962936e-12,2.7151846194379593e-09
cluster_5,13,Frmd4b,6.669088,2.5739794601449153e-11,2.3441300510552184e-08
cluster_5,14,Mtss1,6.5407014,6.123097978274338e-11,4.074639568995524e-08
cluster_5,15,Sema5a,6.5385637,6.211251584263546e-11,4.074639568995524e-08
cluster_5,16,Ptpro,5.8095393,6.26449879764986e-09,1.4658927186500672e-06
cluster_5,17,Adamts18,5.4995813,3.806944025068069e-08,5.938832679106188e-06
cluster_5,18,Dcc,5.4702506,4.493994783815344e-08,6.760252153367939e-06
cluster_5,19,Gm11266,5.3142962,1.0707019521653966e-07,1.3412034565117175e-05
cluster_6,0,Plp1,10.496492,8.964940162880852e-26,3.0208262372843318e-21
cluster_6,1,Mal,9.882552,4.9554388797984863e-23,2.0872308561711224e-19
cluster_6,2,Cnp,8.922794,4.54668523839108e-19,3.404557906507241e-16
cluster_6,3,Cryab,7.51141,5.849385778035267e-14,3.0627327379552395e-12
cluster_6,4,Mag,6.7983084,1.0585458769794724e-11,2.632380949867181e-10
cluster_6,5,Cldn11,6.6210833,3.565757873126548e-11,7.756731910450108e-10
cluster_6,6,Ptgds,6.4175906,1.3844789726573512e-10,2.5423108154039298e-09
cluster_6,7,Trf,6.177905,6.495773966508288e-10,1.0138100953008952e-08
cluster_6,8,Opalin,3.9426708,8.05792067910973e-05,0.0004822729932562726
cluster_6,9,Mobp,3.7704315,0.0001629655506674743,0.0009236816140102966
cluster_6,10,Apod,3.7527044,0.00017493713452219233,0.0009865576041606348
cluster_6,11,Ermn,3.748642,0.00017779475446069325,0.0010008306124803742
cluster_6,12,Tspan2,3.6547897,0.000257392936773898,0.001408430074299004
cluster_6,13,Scd2,3.4809344,0.000499667672823786,0.0025708966106993882
cluster_6,14,Gsn,3.1968849,0.0013892033651301695,0.006567143180615347
cluster_6,15,Cd81,2.745951,0.006033576846734574,0.025512285785866257
cluster_6,16,Cd9,2.5728807,0.010085597067504242,0.04081723261909956
cluster_6,17,Tubb4a,2.4796748,0.013150227300002768,0.05178334218778699
cluster_6,18,Tmem88b,2.281491,0.022519410356478708,0.084415847299133
cluster_6,19,Taldo1,2.2774284,0.022760649564841678,0.08522534145315093
cluster_7,0,Flt1,11.754057,6.730781642076439e-32,2.268004182114077e-27
cluster_7,1,Slco1a4,10.491784,9.423219564762755e-26,1.587624032271229e-21
cluster_7,2,Ebf1,9.970172,2.058713240202342e-23,2.3123467113952705e-19
cluster_7,3,Ptprb,9.653208,4.764177497582717e-22,4.013343123963681e-18
cluster_7,4,Mecom,9.244929,2.353957206754388e-20,1.5863788407759173e-16
cluster_7,5,Adgrl4,7.3256445,2.3775330631372745e-13,1.3352225682578933e-09
cluster_7,6,Cyyr1,6.9758105,3.0411211177234352e-12,1.4481047624567613e-08
cluster_7,7,Tek,6.4719725,9.673182924618287e-11,3.621639686977086e-07
cluster_7,8,Lef1,6.044213,1.5014106823351592e-09,4.599230395633229e-06
cluster_7,9,Abcb1a,5.4336424,5.52151232792982e-08,6.201762646730774e-05
cluster_7,10,Epas1,5.312369,1.0820938858223908e-07,0.00010128398771297577
cluster_7,11,Hmcn1,4.9768457,6.462876021461432e-07,0.0002865435137094269
cluster_7,12,Slco1c1,4.931974,8.140274648792425e-07,0.0003303449268515091
cluster_7,13,Pdgfd,4.839045,1.304644583910095e-06,0.0004147292820701374
cluster_7,14,Ccdc141,4.6656976,3.075715482786147e-06,0.0006397488204195186
cluster_7,15,Emcn,4.58768,4.481991577303985e-06,0.0007779736929545209
cluster_7,16,Erg,4.282487,1.8481590873819208e-05,0.0014224100750879025
cluster_7,17,Prom1,4.2480483,2.1564082887815666e-05,0.0015074984424215143
cluster_7,18,Ets1,4.2185955,2.4582885053669556e-05,0.0016318701956914163
cluster_7,19,Fli1,4.105031,4.0426055473073016e-05,0.0020859276621444443
cluster_8,0,Bnc2,13.285179,2.821822228983117e-40,9.508412182781511e-36
cluster_8,1,Cped1,12.480458,9.543551250327091e-36,1.4237939354555812e-31
cluster_8,2,Tbx15,12.457837,1.267622805783103e-35,1.4237939354555812e-31
cluster_8,3,Foxp2,12.315908,7.437320897494051e-35,6.265199124048988e-31
cluster_8,4,Adamtsl3,11.802948,3.768709592440416e-32,2.5398087685374454e-28
cluster_8,5,Phldb2,11.645402,2.421762671912306e-31,1.3600619165459511e-27
cluster_8,6,Slc38a2,11.408823,3.778080685461879e-30,1.8186600968189067e-26
cluster_8,7,Slc47a1,10.89539,1.2124636452590868e-27,5.1068968738312735e-24
cluster_8,8,Hmcn1,10.811955,3.021606148718669e-27,1.0340426576670783e-23
cluster_8,9,Gulp1,10.810535,3.0687400809208162e-27,1.0340426576670783e-23
cluster_8,10,Eya2,10.734626,7.00022773122079e-27,2.1443606693746883e-23
cluster_8,11,Prdm6,10.669695,1.4108872255279192e-26,3.9617713292823966e-23
cluster_8,12,Slc26a7,10.594779,3.15084541775495e-26,8.16699132282083e-23
cluster_8,13,Ddr2,10.359477,3.79028101142157e-25,9.122664925775802e-22
cluster_8,14,Fbxl7,10.172495,2.6308297394664666e-24,5.9098959267374706e-21
cluster_8,15,Gm6260,10.087357,6.28391215798779e-24,1.3233919004722285e-20
cluster_8,16,Efemp1,10.009412,1.3857455295737248e-23,2.7467106685009546e-20
cluster_8,17,Itgbl1,9.886034,4.786142752220397e-23,8.959659232156582e-20
cluster_8,18,Egfr,9.497162,2.1568931752035815e-21,3.825193285876836e-18
cluster_8,19,Bmp5,9.473025,2.7185304581576386e-21,4.58018011590399e-18
cluster_9,0,Lhfpl3,11.387934,4.802424776777607e-30,1.6182250527829824e-25
cluster_9,1,Sox6,11.0001135,3.8165330604644205e-28,6.430094900270455e-24
cluster_9,2,Kcnh8,10.867444,1.647511857729977e-27,1.8504853186023098e-23
cluster_9,3,Vcan,10.68949,1.1399517874483298e-26,9.602953857464729e-23
cluster_9,4,Ptprz1,10.629529,2.1720739351668606e-26,1.4638040663876507e-22
cluster_9,5,Pdgfra,10.572335,4.003996307437174e-26,2.248644326256717e-22
cluster_9,6,Cacng4,10.157041,3.0829359564544422e-24,1.4840372855526983e-20
cluster_9,7,Arhgap31,10.000815,1.511479534543992e-23,6.366351799499294e-20
cluster_9,8,Pcdh11x,9.940383,2.7775757429280936e-23,1.0399243581522781e-19
cluster_9,9,Sox2ot,9.878122,5.179415915973028e-23,1.7452559870462714e-19
cluster_9,10,Nxph1,9.86543,5.878188315610763e-23,1.800649395298366e-19
cluster_9,11,Epn2,9.760966,1.6556929870244191e-22,4.649185907564568e-19
cluster_9,12,Sema3d,9.751774,1.8127251278108375e-22,4.698583531285691e-19
cluster_9,13,Gm4876,9.72545,2.3486655201558355e-22,5.652902383369359e-19
cluster_9,14,Stk32a,9.639476,5.44654551697628e-22,1.2235119849335515e-18
cluster_9,15,Nova1,9.611062,7.180479599605216e-22,1.5122090036768583e-18
cluster_9,16,Shc4,9.434466,3.9299079318194415e-21,7.789539862975758e-18
cluster_9,17,Gm56750,9.321437,1.1477567986447451e-20,2.1486007270629626e-17
cluster_9,18,Maml2,9.302946,1.3660651636800817e-20,2.4226806187033702e-17
cluster_9,19,Megf11,9.232224,2.650684172842393e-20,4.465872694404864e-17
cluster_10,0,Sntb1,12.844631,9.219073331730842e-38,3.1064589498600245e-33
cluster_10,1,Bnc2,12.755294,2.9127349204511774e-37,4.907375793976143e-33
cluster_10,2,Plce1,12.412243,2.242793910598424e-35,2.51910612038415e-31
cluster_10,3,Gm29683,12.221756,2.3789139755619765e-34,2.003997133013409e-30
cluster_10,4,Fabp7,12.052307,1.8859610339943807e-33,1.270986860029493e-29
cluster_10,5,Gsap,11.729541,8.994555123583461e-32,5.051342157404471e-28
cluster_10,6,Zfhx3,11.659463,2.0533316769013614e-31,9.884152026409754e-28
cluster_10,7,Col11a1,11.49924,1.33082608218142e-30,5.605439458148141e-27
cluster_10,8,Gm34838,11.303087,1.26684440651357e-29,4.743065457986806e-26
cluster_10,9,Gm10863,11.242396,2.524345472564924e-29,8.506034504354768e-26
cluster_10,10,Ptn,11.0366955,2.54210413322158e-28,7.787158261184942e-25
cluster_10,11,Sash1,10.880734,1.4241138332049342e-27,3.9989116436394546e-24
cluster_10,12,Apod,10.767229,4.915734809823023e-27,1.2741584627061276e-23
cluster_10,13,Atp1a2,10.748132,6.047409980130163e-27,1.412762372866878e-23
cluster_10,14,Gm29521,10.744517,6.2890062894715016e-27,1.412762372866878e-23
cluster_10,15,Cdh19,10.592386,3.232460188762027e-26,6.807561157532828e-23
cluster_10,16,Syne2,10.415223,2.113016576304995e-25,4.188247444421947e-22
cluster_10,17,Slc4a4,10.344174,4.447324615869344e-25,8.325391680907411e-22
cluster_10,18,Stard13,10.270482,9.572467324124426e-25,1.6976518892299824e-21
cluster_10,19,Phldb2,10.030525,1.1191987652002407e-23,1.8856260796093656e-20
cluster_11,0,Siglech,1.6914401,0.09075278818266326,0.3673721709037748
cluster_11,1,Apbb1ip,1.6045742,0.10858755251101027,0.4263535503858077
cluster_11,2,Dock8,1.5717837,0.11600071841635165,0.4497480390930141
cluster_11,3,Inpp5d,1.5288541,0.1263006087189261,0.48273880573876293
cluster_11,4,Lrmda,1.2927774,0.1960880700224178,0.6845610865598207
cluster_11,5,Ly86,1.2558881,0.20915653407734736,0.7202594350812771
cluster_11,6,Nckap1l,1.2458209,0.2128301596556854,0.7301491610423514
cluster_11,7,Zfhx3,1.0886282,0.27631790537959033,0.8970814278514959
cluster_11,8,Fcrls,1.0661926,0.2863365997893428,0.9217921148850381
cluster_11,9,P2ry12,1.0586421,0.2897627871920493,0.9307766327190937
cluster_11,10,Rhoh,0.9949309,0.3197698745079107,1.0
cluster_11,11,Dock2,0.9860142,0.32412614513388194,1.0
cluster_11,12,Runx1,0.96314716,0.3354736659374714,1.0
cluster_11,13,Cfh,0.8830407,0.3772142704747945,1.0
cluster_11,14,Selplg,0.87117577,0.3836581930470444,1.0
cluster_11,15,Csf1r,0.8261608,0.40871287158144964,1.0
cluster_11,16,Mertk,0.77618414,0.43764025458436395,1.0
cluster_11,17,Il6ra,0.7057135,0.48036633118131555,1.0
cluster_11,18,Ikzf1,0.68752056,0.49175475650254397,1.0
cluster_11,19,Fgd2,0.664294,0.5065021677438022,1.0
cluster_12,0,Ndnf,7.48473,7.169462466189394e-14,2.415822072607178e-09
cluster_12,1,Dach1,7.332833,2.2533837827591664e-13,3.796500997192643e-09
cluster_12,2,Reln,7.0449586,1.8551697200399354e-12,2.0837266295488554e-08
cluster_12,3,Tmem163,6.4506516,1.1137026734867104e-10,8.971368585331361e-07
cluster_12,4,Ebf3,6.4235616,1.3312215968262347e-10,8.971368585331361e-07
cluster_12,5,Hs3st5,5.9370866,2.9013106132496636e-09,1.629376040401011e-05
cluster_12,6,Trp73,5.6822834,1.3290819028045408e-08,6.397820542414544e-05
cluster_12,7,Utrn,5.4741836,4.39533011975378e-08,0.00018513130464402921
cluster_12,8,Thsd7b,5.199063,2.0029582871802998e-07,0.0007499075827203042
cluster_12,9,Cacna2d2,5.156933,2.5102791959538736e-07,0.0008458636778686173
cluster_12,10,Maml3,4.5483775,5.406112628266793e-06,0.013011740794434132
cluster_12,11,Gm29683,4.48118,7.4231348587694745e-06,0.01563312201256851
cluster_12,12,Slc17a6,4.29718,1.7298465284339126e-05,0.03238272701228284
cluster_12,13,Rbms3,4.207027,2.5875223976562864e-05,0.04263097059101961
cluster_12,14,Pdzd2,4.201046,2.6568446771468776e-05,0.04263097059101961
cluster_12,15,Angpt1,4.086002,4.388700572552105e-05,0.06148102665954064
cluster_12,16,Cdh4,3.9921548,6.547560625487084e-05,0.08485638570631261
cluster_12,17,Vmn2r1,3.861279,0.00011279505864104197,0.09698756433224003
cluster_12,18,Pou6f2,3.7789538,0.0001574886796468497,0.11536388150826625
cluster_12,19,Cntnap2,3.676575,0.0002363863764439247,0.135004666790754
cluster_13,0,Dock2,6.3000565,2.975370587627371e-10,8.01112442876849e-06
cluster_13,1,Ptprc,6.226986,4.754940900266198e-10,8.01112442876849e-06
cluster_13,2,Mndal,6.1331997,8.612890825263479e-10,9.673998974935939e-06
cluster_13,3,Arhgap15,5.9875736,2.1299458677075373e-09,1.7942663989568293e-05
cluster_13,4,H2-K1,5.8503985,4.903966225528857e-09,3.304880918708408e-05
cluster_13,5,Ikzf3,5.5951147,2.204758803450215e-08,0.00012381925440176406
cluster_13,6,Ets1,5.463505,4.668240704120455e-08,0.00022471576966577548
cluster_13,7,Fli1,5.3136535,1.074489288906466e-07,0.00045257488848740346
cluster_13,8,ENSMUSG00000121501,5.1336045,2.842448994566951e-07,0.0010642129035658664
cluster_13,9,Sp100,5.095575,3.47684575099277e-07,0.0011007586379943504
cluster_13,10,Mir142hg,5.0846505,3.6830395148594854e-07,0.0011007586379943504
cluster_13,11,Arhgap45,5.0727983,3.920080619638e-07,0.0011007586379943504
cluster_13,12,Ikzf1,4.9308825,8.185903469587607e-07,0.002094443106365446
cluster_13,13,Cd53,4.918927,8.701983466618069e-07,0.002094443106365446
cluster_13,14,Baz1a,4.659624,3.1678747536433706e-06,0.006991067760279079
cluster_13,15,Ccnd3,4.6387024,3.5060329439484975e-06,0.006991067760279079
cluster_13,16,Fam169b,4.605826,4.108321380899172e-06,0.00769077762504325
cluster_13,17,Gm26740,4.429178,9.459286682140216e-06,0.015937006202069837
cluster_13,18,Ifi203,4.340751,1.4199641223260993e-05,0.022056804361984223
cluster_13,19,BE692007,4.283861,1.836775298998707e-05,0.026909556728287144
